"UF";"Tipo Crime";"Mês/Ano";"Sexo da Vítima";"Valor considerado para Públicação no Portal Ministério da Justiça e Segurança Pública"
"Minas Gerais";"Homicídio doloso";"08/2017";"Feminino";38
"Minas Gerais";"Homicídio doloso";"08/2017";"Masculino";275
"Minas Gerais";"Homicídio doloso";"08/2017";"Sexo NI";2
"Minas Gerais";"Homicídio doloso";"09/2017";"Feminino";30
"Minas Gerais";"Homicídio doloso";"09/2017";"Masculino";254
"Minas Gerais";"Homicídio doloso";"09/2017";"Sexo NI";0
"Minas Gerais";"Homicídio doloso";"10/2017";"Feminino";41
"Minas Gerais";"Homicídio doloso";"10/2017";"Masculino";302
"Minas Gerais";"Homicídio doloso";"10/2017";"Sexo NI";4
"Minas Gerais";"Homicídio doloso";"11/2017";"Feminino";35
"Minas Gerais";"Homicídio doloso";"11/2017";"Masculino";311
"Minas Gerais";"Homicídio doloso";"11/2017";"Sexo NI";0
"Minas Gerais";"Homicídio doloso";"12/2017";"Feminino";32
"Minas Gerais";"Homicídio doloso";"12/2017";"Masculino";334
"Minas Gerais";"Homicídio doloso";"12/2017";"Sexo NI";1
"Minas Gerais";"Homicídio doloso";"01/2018";"Feminino";35
"Minas Gerais";"Homicídio doloso";"01/2018";"Masculino";289
"Minas Gerais";"Homicídio doloso";"01/2018";"Sexo NI";2
"Minas Gerais";"Homicídio doloso";"02/2018";"Feminino";17
"Minas Gerais";"Homicídio doloso";"02/2018";"Masculino";244
"Minas Gerais";"Homicídio doloso";"02/2018";"Sexo NI";2
"Minas Gerais";"Homicídio doloso";"03/2018";"Feminino";23
"Minas Gerais";"Homicídio doloso";"03/2018";"Masculino";232
"Minas Gerais";"Homicídio doloso";"03/2018";"Sexo NI";1
"Minas Gerais";"Homicídio doloso";"04/2018";"Feminino";27
"Minas Gerais";"Homicídio doloso";"04/2018";"Masculino";224
"Minas Gerais";"Homicídio doloso";"04/2018";"Sexo NI";2
"Minas Gerais";"Homicídio doloso";"05/2018";"Feminino";25
"Minas Gerais";"Homicídio doloso";"05/2018";"Masculino";232
"Minas Gerais";"Homicídio doloso";"05/2018";"Sexo NI";2
"Minas Gerais";"Homicídio doloso";"06/2018";"Feminino";22
"Minas Gerais";"Homicídio doloso";"06/2018";"Masculino";222
"Minas Gerais";"Homicídio doloso";"06/2018";"Sexo NI";0
"Minas Gerais";"Homicídio doloso";"07/2018";"Feminino";18
"Minas Gerais";"Homicídio doloso";"07/2018";"Masculino";216
"Minas Gerais";"Homicídio doloso";"07/2018";"Sexo NI";0
"Minas Gerais";"Homicídio doloso";"08/2018";"Feminino";28
"Minas Gerais";"Homicídio doloso";"08/2018";"Masculino";199
"Minas Gerais";"Homicídio doloso";"08/2018";"Sexo NI";0
"Minas Gerais";"Homicídio doloso";"09/2018";"Feminino";34
"Minas Gerais";"Homicídio doloso";"09/2018";"Masculino";179
"Minas Gerais";"Homicídio doloso";"09/2018";"Sexo NI";0
"Minas Gerais";"Homicídio doloso";"10/2018";"Feminino";29
"Minas Gerais";"Homicídio doloso";"10/2018";"Masculino";242
"Minas Gerais";"Homicídio doloso";"10/2018";"Sexo NI";1
"Minas Gerais";"Homicídio doloso";"11/2018";"Feminino";36
"Minas Gerais";"Homicídio doloso";"11/2018";"Masculino";212
"Minas Gerais";"Homicídio doloso";"11/2018";"Sexo NI";0
"Minas Gerais";"Homicídio doloso";"12/2018";"Feminino";28
"Minas Gerais";"Homicídio doloso";"12/2018";"Masculino";225
"Minas Gerais";"Homicídio doloso";"12/2018";"Sexo NI";1
