"UF";"Tipo Crime";"Mês/Ano";"Sexo da Vítima";"Valor considerado para Públicação no Portal Ministério da Justiça e Segurança Pública"
"Amazonas";"Homicídio doloso";"09/2017";"Sexo NI";"-"
"Amazonas";"Homicídio doloso";"10/2017";"Feminino";4
"Amazonas";"Homicídio doloso";"10/2017";"Masculino";61
"Amazonas";"Homicídio doloso";"10/2017";"Sexo NI";3
"Amazonas";"Homicídio doloso";"11/2017";"Feminino";5
"Amazonas";"Homicídio doloso";"11/2017";"Masculino";76
"Amazonas";"Homicídio doloso";"11/2017";"Sexo NI";"-"
"Amazonas";"Homicídio doloso";"12/2017";"Feminino";4
"Amazonas";"Homicídio doloso";"12/2017";"Masculino";82
"Amazonas";"Homicídio doloso";"12/2017";"Sexo NI";1
"Amazonas";"Homicídio doloso";"01/2018";"Feminino";3
"Amazonas";"Homicídio doloso";"01/2018";"Masculino";56
"Amazonas";"Homicídio doloso";"01/2018";"Sexo NI";"-"
"Amazonas";"Homicídio doloso";"02/2018";"Feminino";7
"Amazonas";"Homicídio doloso";"02/2018";"Masculino";72
"Amazonas";"Homicídio doloso";"02/2018";"Sexo NI";"-"
"Amazonas";"Homicídio doloso";"03/2018";"Feminino";7
"Amazonas";"Homicídio doloso";"03/2018";"Masculino";83
"Amazonas";"Homicídio doloso";"03/2018";"Sexo NI";"-"
"Amazonas";"Homicídio doloso";"04/2018";"Feminino";9
"Amazonas";"Homicídio doloso";"04/2018";"Masculino";84
"Amazonas";"Homicídio doloso";"04/2018";"Sexo NI";"-"
"Amazonas";"Homicídio doloso";"05/2018";"Feminino";3
"Amazonas";"Homicídio doloso";"05/2018";"Masculino";85
"Amazonas";"Homicídio doloso";"05/2018";"Sexo NI";"-"
"Amazonas";"Homicídio doloso";"06/2018";"Feminino";5
"Amazonas";"Homicídio doloso";"06/2018";"Masculino";113
"Amazonas";"Homicídio doloso";"06/2018";"Sexo NI";"-"
"Amazonas";"Homicídio doloso";"07/2018";"Feminino";6
"Amazonas";"Homicídio doloso";"07/2018";"Masculino";107
"Amazonas";"Homicídio doloso";"07/2018";"Sexo NI";3
"Amazonas";"Homicídio doloso";"08/2018";"Feminino";8
"Amazonas";"Homicídio doloso";"08/2018";"Masculino";81
"Amazonas";"Homicídio doloso";"08/2018";"Sexo NI";4
"Amazonas";"Homicídio doloso";"09/2018";"Feminino";12
"Amazonas";"Homicídio doloso";"09/2018";"Masculino";91
"Amazonas";"Homicídio doloso";"09/2018";"Sexo NI";"-"
"Amazonas";"Homicídio doloso";"10/2018";"Feminino";13
"Amazonas";"Homicídio doloso";"10/2018";"Masculino";110
"Amazonas";"Homicídio doloso";"10/2018";"Sexo NI";1
"Amazonas";"Homicídio doloso";"11/2018";"Feminino";8
"Amazonas";"Homicídio doloso";"11/2018";"Masculino";56
"Amazonas";"Homicídio doloso";"11/2018";"Sexo NI";"-"
"Amazonas";"Homicídio doloso";"12/2018";"Feminino";8
"Amazonas";"Homicídio doloso";"12/2018";"Masculino";55
"Amazonas";"Homicídio doloso";"12/2018";"Sexo NI";"-"
