"UF";"Tipo Crime";"Mês/Ano";"Sexo da Vítima";"Valor considerado para Públicação no Portal Ministério da Justiça e Segurança Pública"
"Pará";"Homicídio doloso";"12/2017";"Feminino";30
"Pará";"Homicídio doloso";"12/2017";"Masculino";323
"Pará";"Homicídio doloso";"12/2017";"Sexo NI";0
"Pará";"Homicídio doloso";"01/2018";"Feminino";38
"Pará";"Homicídio doloso";"01/2018";"Masculino";345
"Pará";"Homicídio doloso";"01/2018";"Sexo NI";0
"Pará";"Homicídio doloso";"02/2018";"Feminino";19
"Pará";"Homicídio doloso";"02/2018";"Masculino";260
"Pará";"Homicídio doloso";"02/2018";"Sexo NI";0
"Pará";"Homicídio doloso";"03/2018";"Feminino";11
"Pará";"Homicídio doloso";"03/2018";"Masculino";271
"Pará";"Homicídio doloso";"03/2018";"Sexo NI";0
"Pará";"Homicídio doloso";"04/2018";"Feminino";38
"Pará";"Homicídio doloso";"04/2018";"Masculino";340
"Pará";"Homicídio doloso";"04/2018";"Sexo NI";0
"Pará";"Homicídio doloso";"05/2018";"Feminino";25
"Pará";"Homicídio doloso";"05/2018";"Masculino";316
"Pará";"Homicídio doloso";"05/2018";"Sexo NI";0
"Pará";"Homicídio doloso";"06/2018";"Feminino";25
"Pará";"Homicídio doloso";"06/2018";"Masculino";300
"Pará";"Homicídio doloso";"06/2018";"Sexo NI";0
"Pará";"Homicídio doloso";"07/2018";"Feminino";25
"Pará";"Homicídio doloso";"07/2018";"Masculino";227
"Pará";"Homicídio doloso";"07/2018";"Sexo NI";0
"Pará";"Homicídio doloso";"08/2018";"Feminino";20
"Pará";"Homicídio doloso";"08/2018";"Masculino";278
"Pará";"Homicídio doloso";"08/2018";"Sexo NI";2
"Pará";"Homicídio doloso";"09/2018";"Feminino";31
"Pará";"Homicídio doloso";"09/2018";"Masculino";283
"Pará";"Homicídio doloso";"09/2018";"Sexo NI";1
"Pará";"Homicídio doloso";"10/2018";"Feminino";40
"Pará";"Homicídio doloso";"10/2018";"Masculino";280
"Pará";"Homicídio doloso";"10/2018";"Sexo NI";1
"Pará";"Homicídio doloso";"11/2018";"Feminino";17
"Pará";"Homicídio doloso";"11/2018";"Masculino";292
"Pará";"Homicídio doloso";"11/2018";"Sexo NI";0
"Pará";"Homicídio doloso";"12/2018";"Feminino";14
"Pará";"Homicídio doloso";"12/2018";"Masculino";267
"Pará";"Homicídio doloso";"12/2018";"Sexo NI";0
