"UF";"Tipo Crime";"Mês/Ano";"Sexo da Vítima";"Valor considerado para Públicação no Portal Ministério da Justiça e Segurança Pública"
"Rio Grande do Norte";"Homicídio doloso";"05/2017";"Masculino";156
"Rio Grande do Norte";"Homicídio doloso";"05/2017";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"06/2017";"Feminino";5
"Rio Grande do Norte";"Homicídio doloso";"06/2017";"Masculino";135
"Rio Grande do Norte";"Homicídio doloso";"06/2017";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"07/2017";"Feminino";8
"Rio Grande do Norte";"Homicídio doloso";"07/2017";"Masculino";165
"Rio Grande do Norte";"Homicídio doloso";"07/2017";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"08/2017";"Feminino";15
"Rio Grande do Norte";"Homicídio doloso";"08/2017";"Masculino";147
"Rio Grande do Norte";"Homicídio doloso";"08/2017";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"09/2017";"Feminino";10
"Rio Grande do Norte";"Homicídio doloso";"09/2017";"Masculino";160
"Rio Grande do Norte";"Homicídio doloso";"09/2017";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"10/2017";"Feminino";15
"Rio Grande do Norte";"Homicídio doloso";"10/2017";"Masculino";115
"Rio Grande do Norte";"Homicídio doloso";"10/2017";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"11/2017";"Feminino";10
"Rio Grande do Norte";"Homicídio doloso";"11/2017";"Masculino";110
"Rio Grande do Norte";"Homicídio doloso";"11/2017";"Sexo NI";1
"Rio Grande do Norte";"Homicídio doloso";"12/2017";"Feminino";9
"Rio Grande do Norte";"Homicídio doloso";"12/2017";"Masculino";145
"Rio Grande do Norte";"Homicídio doloso";"12/2017";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"01/2018";"Feminino";9
"Rio Grande do Norte";"Homicídio doloso";"01/2018";"Masculino";159
"Rio Grande do Norte";"Homicídio doloso";"01/2018";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"02/2018";"Feminino";6
"Rio Grande do Norte";"Homicídio doloso";"02/2018";"Masculino";132
"Rio Grande do Norte";"Homicídio doloso";"02/2018";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"03/2018";"Feminino";10
"Rio Grande do Norte";"Homicídio doloso";"03/2018";"Masculino";110
"Rio Grande do Norte";"Homicídio doloso";"03/2018";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"04/2018";"Feminino";5
"Rio Grande do Norte";"Homicídio doloso";"04/2018";"Masculino";108
"Rio Grande do Norte";"Homicídio doloso";"04/2018";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"05/2018";"Feminino";4
"Rio Grande do Norte";"Homicídio doloso";"05/2018";"Masculino";87
"Rio Grande do Norte";"Homicídio doloso";"05/2018";"Sexo NI";0
"Rio Grande do Norte";"Homicídio doloso";"06/2018";"Feminino";8
"Rio Grande do Norte";"Homicídio doloso";"06/2018";"Masculino";124
"Rio Grande do Norte";"Homicídio doloso";"06/2018";"Sexo NI";1
"Rio Grande do Norte";"Homicídio doloso";"07/2018";"Feminino";5
"Rio Grande do Norte";"Homicídio doloso";"07/2018";"Masculino";126
